0001001	Dome Real Angle
0623016	Actuator6-23 Up Limit
0623017	Actuator6-23 Down Limit
0623018	Actuator6-23 Over Range
0623019	Actuator6-23 Under Range
062301A	Actuator6-23 Force Sensor Fault
062301B	Actuator6-23 Force Card Fault
062301C	Actuator6-23 HDLC Alarm
062301D	Actuator6-23 UART Alarm
062301E	Actuator6-23 CPU Alarm
062301F	Actuator6-23 Limit Release
0623020	Actuator6-23 Alarm Reset
0624002	Actuator6-24 CONT Force
0624003	Actuator6-24 CONT Position
0624004	Actuator6-24 Drive On
0624005	Actuator6-24 Drive Off
0624006	Actuator6-24 MON Force
0624007	Actuator6-24 MON Position
0624008	Actuator6-24 MON HYB
0624009	Actuator6-24 MON PARA
062400A	Actuator6-24 Sea Level
062400B	Actuator6-24 Maunakea
062400C	Actuator6-24 Selected Drive
062400D	Actuator6-24 Selected Load
062400E	Actuator6-24 Selected Step
062400F	Actuator6-24 ENC Alarm
0624010	Actuator6-24 PS Alarm
0624011	Actuator6-24 Over Load
0624012	Actuator6-24 Over Speed
0624013	Actuator6-24 Over Current
0624014	Actuator6-24 Error Alarm
0624015	Actuator6-24 Driver Alarm
0624016	Actuator6-24 Up Limit
0624017	Actuator6-24 Down Limit
0624018	Actuator6-24 Over Range
0624019	Actuator6-24 Under Range
062401A	Actuator6-24 Force Sensor Fault
062401B	Actuator6-24 Force Card Fault
062401C	Actuator6-24 HDLC Alarm
062401D	Actuator6-24 UART Alarm
062401E	Actuator6-24 CPU Alarm
062401F	Actuator6-24 Limit Release
0624020	Actuator6-24 Alarm Reset
0625002	Actuator6-25 CONT Force
0625003	Actuator6-25 CONT Position
0625004	Actuator6-25 Drive On
0625005	Actuator6-25 Drive Off
0625006	Actuator6-25 MON Force
0625007	Actuator6-25 MON Position
0625008	Actuator6-25 MON HYB
0625009	Actuator6-25 MON PARA
062500A	Actuator6-25 Sea Level
062500B	Actuator6-25 Maunakea
062500C	Actuator6-25 Selected Drive
062500D	Actuator6-25 Selected Load
062500E	Actuator6-25 Selected Step
062500F	Actuator6-25 ENC Alarm
0625010	Actuator6-25 PS Alarm
0625011	Actuator6-25 Over Load
0625012	Actuator6-25 Over Speed
0625013	Actuator6-25 Over Current
0625014	Actuator6-25 Error Alarm
0625015	Actuator6-25 Driver Alarm
0625016	Actuator6-25 Up Limit
0625017	Actuator6-25 Down Limit
0625018	Actuator6-25 Over Range
0625019	Actuator6-25 Under Range
062501A	Actuator6-25 Force Sensor Fault
062501B	Actuator6-25 Force Card Fault
062501C	Actuator6-25 HDLC Alarm
062501D	Actuator6-25 UART Alarm
062501E	Actuator6-25 CPU Alarm
062501F	Actuator6-25 Limit Release
0625020	Actuator6-25 Alarm Reset
0626002	Actuator6-26 CONT Force
0626003	Actuator6-26 CONT Position
0626004	Actuator6-26 Drive On
0626005	Actuator6-26 Drive Off
0626006	Actuator6-26 MON Force
0626007	Actuator6-26 MON Position
0626008	Actuator6-26 MON HYB
0626009	Actuator6-26 MON PARA
062600A	Actuator6-26 Sea Level
062600B	Actuator6-26 Maunakea
062600C	Actuator6-26 Selected Drive
062600D	Actuator6-26 Selected Load
062600E	Actuator6-26 Selected Step
062600F	Actuator6-26 ENC Alarm
0626010	Actuator6-26 PS Alarm
0626011	Actuator6-26 Over Load
0626012	Actuator6-26 Over Speed
0626013	Actuator6-26 Over Current
0626014	Actuator6-26 Error Alarm
0626015	Actuator6-26 Driver Alarm
0626016	Actuator6-26 Up Limit
0626017	Actuator6-26 Down Limit
0626018	Actuator6-26 Over Range
0626019	Actuator6-26 Under Range
062601A	Actuator6-26 Force Sensor Fault
062601B	Actuator6-26 Force Card Fault
062601C	Actuator6-26 HDLC Alarm
062601D	Actuator6-26 UART Alarm
062601E	Actuator6-26 CPU Alarm
062601F	Actuator6-26 Limit Release
0626020	Actuator6-26 Alarm Reset
0627002	Actuator6-27 CONT Force
0627003	Actuator6-27 CONT Position
0627004	Actuator6-27 Drive On
0627005	Actuator6-27 Drive Off
0627006	Actuator6-27 MON Force
0627007	Actuator6-27 MON Position
0627008	Actuator6-27 MON HYB
0627009	Actuator6-27 MON PARA
062700A	Actuator6-27 Sea Level
062700B	Actuator6-27 Maunakea
062700C	Actuator6-27 Selected Drive
062700D	Actuator6-27 Selected Load
062700E	Actuator6-27 Selected Step
062700F	Actuator6-27 ENC Alarm
0627010	Actuator6-27 PS Alarm
0627011	Actuator6-27 Over Load
0627012	Actuator6-27 Over Speed
0627013	Actuator6-27 Over Current
0627014	Actuator6-27 Error Alarm
0627015	Actuator6-27 Driver Alarm
0627016	Actuator6-27 Up Limit
0627017	Actuator6-27 Down Limit
0627018	Actuator6-27 Over Range
0627019	Actuator6-27 Under Range
062701A	Actuator6-27 Force Sensor Fault
062701B	Actuator6-27 Force Card Fault
062701C	Actuator6-27 HDLC Alarm
062701D	Actuator6-27 UART Alarm
062701E	Actuator6-27 CPU Alarm
062701F	Actuator6-27 Limit Release
0627020	Actuator6-27 Alarm Reset
0628002	Actuator6-28 CONT Force
0628003	Actuator6-28 CONT Position
0628004	Actuator6-28 Drive On
0628005	Actuator6-28 Drive Off
0628006	Actuator6-28 MON Force
0628007	Actuator6-28 MON Position
0628008	Actuator6-28 MON HYB
0628009	Actuator6-28 MON PARA
062800A	Actuator6-28 Sea Level
062800B	Actuator6-28 Maunakea
062800C	Actuator6-28 Selected Drive
062800D	Actuator6-28 Selected Load
062800E	Actuator6-28 Selected Step
062800F	Actuator6-28 ENC Alarm
0628010	Actuator6-28 PS Alarm
0628011	Actuator6-28 Over Load
0628012	Actuator6-28 Over Speed
0628013	Actuator6-28 Over Current
0628014	Actuator6-28 Error Alarm
0628015	Actuator6-28 Driver Alarm
0628016	Actuator6-28 Up Limit
0628017	Actuator6-28 Down Limit
0628018	Actuator6-28 Over Range
0628019	Actuator6-28 Under Range
062801A	Actuator6-28 Force Sensor Fault
062801B	Actuator6-28 Force Card Fault
062801C	Actuator6-28 HDLC Alarm
062801D	Actuator6-28 UART Alarm
062801E	Actuator6-28 CPU Alarm
062801F	Actuator6-28 Limit Release
0628020	Actuator6-28 Alarm Reset
0629002	Actuator6-29 CONT Force
0629003	Actuator6-29 CONT Position
0629004	Actuator6-29 Drive On
0629005	Actuator6-29 Drive Off
0629006	Actuator6-29 MON Force
0629007	Actuator6-29 MON Position
0629008	Actuator6-29 MON HYB
0629009	Actuator6-29 MON PARA
062900A	Actuator6-29 Sea Level
062900B	Actuator6-29 Maunakea
062900C	Actuator6-29 Selected Drive
062900D	Actuator6-29 Selected Load
062900E	Actuator6-29 Selected Step
062900F	Actuator6-29 ENC Alarm
0629010	Actuator6-29 PS Alarm
0629011	Actuator6-29 Over Load
0629012	Actuator6-29 Over Speed
0629013	Actuator6-29 Over Current
0629014	Actuator6-29 Error Alarm
0629015	Actuator6-29 Driver Alarm
0629016	Actuator6-29 Up Limit
0629017	Actuator6-29 Down Limit
0629018	Actuator6-29 Over Range
0629019	Actuator6-29 Under Range
062901A	Actuator6-29 Force Sensor Fault
062901B	Actuator6-29 Force Card Fault
062901C	Actuator6-29 HDLC Alarm
062901D	Actuator6-29 UART Alarm
062901E	Actuator6-29 CPU Alarm
062901F	Actuator6-29 Limit Release
0629020	Actuator6-29 Alarm Reset
0630002	Actuator6-30 CONT Force
0630003	Actuator6-30 CONT Position
0630004	Actuator6-30 Drive On
0630005	Actuator6-30 Drive Off
0630006	Actuator6-30 MON Force
0630007	Actuator6-30 MON Position
0630008	Actuator6-30 MON HYB
0630009	Actuator6-30 MON PARA
063000A	Actuator6-30 Sea Level
063000B	Actuator6-30 Maunakea
063000C	Actuator6-30 Selected Drive
063000D	Actuator6-30 Selected Load
063000E	Actuator6-30 Selected Step
063000F	Actuator6-30 ENC Alarm
0630010	Actuator6-30 PS Alarm
0630011	Actuator6-30 Over Load
0630012	Actuator6-30 Over Speed
0630013	Actuator6-30 Over Current
0630014	Actuator6-30 Error Alarm
0630015	Actuator6-30 Driver Alarm
0630016	Actuator6-30 Up Limit
0630017	Actuator6-30 Down Limit
0630018	Actuator6-30 Over Range
0630019	Actuator6-30 Under Range
063001A	Actuator6-30 Force Sensor Fault
063001B	Actuator6-30 Force Card Fault
063001C	Actuator6-30 HDLC Alarm
063001D	Actuator6-30 UART Alarm
063001E	Actuator6-30 CPU Alarm
063001F	Actuator6-30 Limit Release
0630020	Actuator6-30 Alarm Reset
0631002	Actuator6-31 CONT Force
0631003	Actuator6-31 CONT Position
0631004	Actuator6-31 Drive On
0631005	Actuator6-31 Drive Off
0631006	Actuator6-31 MON Force
0631007	Actuator6-31 MON Position
0631008	Actuator6-31 MON HYB
0631009	Actuator6-31 MON PARA
063100A	Actuator6-31 Sea Level
063100B	Actuator6-31 Maunakea
063100C	Actuator6-31 Selected Drive
063100D	Actuator6-31 Selected Load
063100E	Actuator6-31 Selected Step
063100F	Actuator6-31 ENC Alarm
0631010	Actuator6-31 PS Alarm
0631011	Actuator6-31 Over Load
0631012	Actuator6-31 Over Speed
0631013	Actuator6-31 Over Current
0631014	Actuator6-31 Error Alarm
0631015	Actuator6-31 Driver Alarm
0631016	Actuator6-31 Up Limit
0631017	Actuator6-31 Down Limit
0631018	Actuator6-31 Over Range
0631019	Actuator6-31 Under Range
063101A	Actuator6-31 Force Sensor Fault
063101B	Actuator6-31 Force Card Fault
063101C	Actuator6-31 HDLC Alarm
063101D	Actuator6-31 UART Alarm
063101E	Actuator6-31 CPU Alarm
063101F	Actuator6-31 Limit Release
0631020	Actuator6-31 Alarm Reset
0632002	Actuator6-32 CONT Force
0632003	Actuator6-32 CONT Position
0632004	Actuator6-32 Drive On
0632005	Actuator6-32 Drive Off
0632006	Actuator6-32 MON Force
0632007	Actuator6-32 MON Position
0632008	Actuator6-32 MON HYB
0632009	Actuator6-32 MON PARA
063200A	Actuator6-32 Sea Level
063200B	Actuator6-32 Maunakea
063200C	Actuator6-32 Selected Drive
063200D	Actuator6-32 Selected Load
063200E	Actuator6-32 Selected Step
063200F	Actuator6-32 ENC Alarm
0632010	Actuator6-32 PS Alarm
0632011	Actuator6-32 Over Load
0632012	Actuator6-32 Over Speed
0632013	Actuator6-32 Over Current
0632014	Actuator6-32 Error Alarm
0632015	Actuator6-32 Driver Alarm
0632016	Actuator6-32 Up Limit
0632017	Actuator6-32 Down Limit
0632018	Actuator6-32 Over Range
0632019	Actuator6-32 Under Range
063201A	Actuator6-32 Force Sensor Fault
063201B	Actuator6-32 Force Card Fault
063201C	Actuator6-32 HDLC Alarm
063201D	Actuator6-32 UART Alarm
063201E	Actuator6-32 CPU Alarm
063201F	Actuator6-32 Limit Release
0632020	Actuator6-32 Alarm Reset
0633002	Actuator6-33 CONT Force
0633003	Actuator6-33 CONT Position
0633004	Actuator6-33 Drive On
0633005	Actuator6-33 Drive Off
0633006	Actuator6-33 MON Force
0633007	Actuator6-33 MON Position
0633008	Actuator6-33 MON HYB
0633009	Actuator6-33 MON PARA
063300A	Actuator6-33 Sea Level
063300B	Actuator6-33 Maunakea
063300C	Actuator6-33 Selected Drive
063300D	Actuator6-33 Selected Load
063300E	Actuator6-33 Selected Step
063300F	Actuator6-33 ENC Alarm
0633010	Actuator6-33 PS Alarm
0633011	Actuator6-33 Over Load
0633012	Actuator6-33 Over Speed
0633013	Actuator6-33 Over Current
0633014	Actuator6-33 Error Alarm
0633015	Actuator6-33 Driver Alarm
0633016	Actuator6-33 Up Limit
0633017	Actuator6-33 Down Limit
0633018	Actuator6-33 Over Range
0633019	Actuator6-33 Under Range
063301A	Actuator6-33 Force Sensor Fault
063301B	Actuator6-33 Force Card Fault
063301C	Actuator6-33 HDLC Alarm
063301D	Actuator6-33 UART Alarm
063301E	Actuator6-33 CPU Alarm
063301F	Actuator6-33 Limit Release
0633020	Actuator6-33 Alarm Reset
0634002	Actuator6-34 CONT Force
0634003	Actuator6-34 CONT Position
0634004	Actuator6-34 Drive On
0634005	Actuator6-34 Drive Off
0634006	Actuator6-34 MON Force
0634007	Actuator6-34 MON Position
0634008	Actuator6-34 MON HYB
0634009	Actuator6-34 MON PARA
063400A	Actuator6-34 Sea Level
063400B	Actuator6-34 Maunakea
063400C	Actuator6-34 Selected Drive
063400D	Actuator6-34 Selected Load
063400E	Actuator6-34 Selected Step
063400F	Actuator6-34 ENC Alarm
0634010	Actuator6-34 PS Alarm
0634011	Actuator6-34 Over Load
0634012	Actuator6-34 Over Speed
0634013	Actuator6-34 Over Current
0634014	Actuator6-34 Error Alarm
0634015	Actuator6-34 Driver Alarm
0634016	Actuator6-34 Up Limit
0634017	Actuator6-34 Down Limit
0634018	Actuator6-34 Over Range
0634019	Actuator6-34 Under Range
063401A	Actuator6-34 Force Sensor Fault
063401B	Actuator6-34 Force Card Fault
063401C	Actuator6-34 HDLC Alarm
063401D	Actuator6-34 UART Alarm
063401E	Actuator6-34 CPU Alarm
063401F	Actuator6-34 Limit Release
0634020	Actuator6-34 Alarm Reset
0635002	Actuator6-35 CONT Force
0635003	Actuator6-35 CONT Position
0635004	Actuator6-35 Drive On
0635005	Actuator6-35 Drive Off
0635006	Actuator6-35 MON Force
0635007	Actuator6-35 MON Position
0635008	Actuator6-35 MON HYB
0635009	Actuator6-35 MON PARA
063500A	Actuator6-35 Sea Level
063500B	Actuator6-35 Maunakea
063500C	Actuator6-35 Selected Drive
063500D	Actuator6-35 Selected Load
063500E	Actuator6-35 Selected Step
063500F	Actuator6-35 ENC Alarm
0635010	Actuator6-35 PS Alarm
0635011	Actuator6-35 Over Load
0635012	Actuator6-35 Over Speed
0635013	Actuator6-35 Over Current
0635014	Actuator6-35 Error Alarm
0635015	Actuator6-35 Driver Alarm
0635016	Actuator6-35 Up Limit
0635017	Actuator6-35 Down Limit
0635018	Actuator6-35 Over Range
0635019	Actuator6-35 Under Range
063501A	Actuator6-35 Force Sensor Fault
063501B	Actuator6-35 Force Card Fault
063501C	Actuator6-35 HDLC Alarm
063501D	Actuator6-35 UART Alarm
063501E	Actuator6-35 CPU Alarm
063501F	Actuator6-35 Limit Release
0635020	Actuator6-35 Alarm Reset
0636002	Actuator6-36 CONT Force
0636003	Actuator6-36 CONT Position
0636004	Actuator6-36 Drive On
0636005	Actuator6-36 Drive Off
0636006	Actuator6-36 MON Force
0636007	Actuator6-36 MON Position
0636008	Actuator6-36 MON HYB
0636009	Actuator6-36 MON PARA
063600A	Actuator6-36 Sea Level
063600B	Actuator6-36 Maunakea
063600C	Actuator6-36 Selected Drive
063600D	Actuator6-36 Selected Load
063600E	Actuator6-36 Selected Step
063600F	Actuator6-36 ENC Alarm
0636010	Actuator6-36 PS Alarm
0636011	Actuator6-36 Over Load
0636012	Actuator6-36 Over Speed
0636013	Actuator6-36 Over Current
0636014	Actuator6-36 Error Alarm
0636015	Actuator6-36 Driver Alarm
0636016	Actuator6-36 Up Limit
0636017	Actuator6-36 Down Limit
0636018	Actuator6-36 Over Range
0636019	Actuator6-36 Under Range
063601A	Actuator6-36 Force Sensor Fault
063601B	Actuator6-36 Force Card Fault
063601C	Actuator6-36 HDLC Alarm
063601D	Actuator6-36 UART Alarm
063601E	Actuator6-36 CPU Alarm
063601F	Actuator6-36 Limit Release
0636020	Actuator6-36 Alarm Reset
0637002	Actuator6-37 CONT Force
0637003	Actuator6-37 CONT Position
0637004	Actuator6-37 Drive On
0637005	Actuator6-37 Drive Off
0637006	Actuator6-37 MON Force
0637007	Actuator6-37 MON Position
0637008	Actuator6-37 MON HYB
0637009	Actuator6-37 MON PARA
063700A	Actuator6-37 Sea Level
063700B	Actuator6-37 Maunakea
063700C	Actuator6-37 Selected Drive
063700D	Actuator6-37 Selected Load
063700E	Actuator6-37 Selected Step
063700F	Actuator6-37 ENC Alarm
0637010	Actuator6-37 PS Alarm
0637011	Actuator6-37 Over Load
0637012	Actuator6-37 Over Speed
0637013	Actuator6-37 Over Current
0637014	Actuator6-37 Error Alarm
0637015	Actuator6-37 Driver Alarm
0637016	Actuator6-37 Up Limit
0637017	Actuator6-37 Down Limit
0637018	Actuator6-37 Over Range
0637019	Actuator6-37 Under Range
063701A	Actuator6-37 Force Sensor Fault
063701B	Actuator6-37 Force Card Fault
063701C	Actuator6-37 HDLC Alarm
063701D	Actuator6-37 UART Alarm
063701E	Actuator6-37 CPU Alarm
063701F	Actuator6-37 Limit Release
0637020	Actuator6-37 Alarm Reset
0638002	Actuator6-38 CONT Force
0638003	Actuator6-38 CONT Position
0638004	Actuator6-38 Drive On
0638005	Actuator6-38 Drive Off
0638006	Actuator6-38 MON Force
0638007	Actuator6-38 MON Position
0638008	Actuator6-38 MON HYB
0638009	Actuator6-38 MON PARA
063800A	Actuator6-38 Sea Level
063800B	Actuator6-38 Maunakea
063800C	Actuator6-38 Selected Drive
063800D	Actuator6-38 Selected Load
063800E	Actuator6-38 Selected Step
063800F	Actuator6-38 ENC Alarm
0638010	Actuator6-38 PS Alarm
0638011	Actuator6-38 Over Load
0638012	Actuator6-38 Over Speed
0638013	Actuator6-38 Over Current
0638014	Actuator6-38 Error Alarm
0638015	Actuator6-38 Driver Alarm
0638016	Actuator6-38 Up Limit
0638017	Actuator6-38 Down Limit
0638018	Actuator6-38 Over Range
0638019	Actuator6-38 Under Range
063801A	Actuator6-38 Force Sensor Fault
063801B	Actuator6-38 Force Card Fault
063801C	Actuator6-38 HDLC Alarm
063801D	Actuator6-38 UART Alarm
063801E	Actuator6-38 CPU Alarm
063801F	Actuator6-38 Limit Release
0638020	Actuator6-38 Alarm Reset
0639002	Actuator6-39 CONT Force
0639003	Actuator6-39 CONT Position
0639004	Actuator6-39 Drive On
0639005	Actuator6-39 Drive Off
0639006	Actuator6-39 MON Force
0639007	Actuator6-39 MON Position
0639008	Actuator6-39 MON HYB
0639009	Actuator6-39 MON PARA
063900A	Actuator6-39 Sea Level
063900B	Actuator6-39 Maunakea
063900C	Actuator6-39 Selected Drive
063900D	Actuator6-39 Selected Load
063900E	Actuator6-39 Selected Step
063900F	Actuator6-39 ENC Alarm
0639010	Actuator6-39 PS Alarm
0639011	Actuator6-39 Over Load
0639012	Actuator6-39 Over Speed
0639013	Actuator6-39 Over Current
0639014	Actuator6-39 Error Alarm
0639015	Actuator6-39 Driver Alarm
0639016	Actuator6-39 Up Limit
0639017	Actuator6-39 Down Limit
0639018	Actuator6-39 Over Range
0639019	Actuator6-39 Under Range
063901A	Actuator6-39 Force Sensor Fault
063901B	Actuator6-39 Force Card Fault
063901C	Actuator6-39 HDLC Alarm
063901D	Actuator6-39 UART Alarm
063901E	Actuator6-39 CPU Alarm
063901F	Actuator6-39 Limit Release
0639020	Actuator6-39 Alarm Reset
0640002	Actuator6-40 CONT Force
0640003	Actuator6-40 CONT Position
0640004	Actuator6-40 Drive On
0640005	Actuator6-40 Drive Off
0640006	Actuator6-40 MON Force
0640007	Actuator6-40 MON Position
0640008	Actuator6-40 MON HYB
0640009	Actuator6-40 MON PARA
064000A	Actuator6-40 Sea Level
064000B	Actuator6-40 Maunakea
064000C	Actuator6-40 Selected Drive
064000D	Actuator6-40 Selected Load
064000E	Actuator6-40 Selected Step
064000F	Actuator6-40 ENC Alarm
0640010	Actuator6-40 PS Alarm
0640011	Actuator6-40 Over Load
0640012	Actuator6-40 Over Speed
0640013	Actuator6-40 Over Current
0640014	Actuator6-40 Error Alarm
0640015	Actuator6-40 Driver Alarm
0640016	Actuator6-40 Up Limit
0640017	Actuator6-40 Down Limit
0640018	Actuator6-40 Over Range
0640019	Actuator6-40 Under Range
064001A	Actuator6-40 Force Sensor Fault
064001B	Actuator6-40 Force Card Fault
064001C	Actuator6-40 HDLC Alarm
064001D	Actuator6-40 UART Alarm
064001E	Actuator6-40 CPU Alarm
064001F	Actuator6-40 Limit Release
0640020	Actuator6-40 Alarm Reset
0641002	Actuator6-41 CONT Force
0641003	Actuator6-41 CONT Position
0641004	Actuator6-41 Drive On
0641005	Actuator6-41 Drive Off
0641006	Actuator6-41 MON Force
0641007	Actuator6-41 MON Position
0641008	Actuator6-41 MON HYB
0641009	Actuator6-41 MON PARA
064100A	Actuator6-41 Sea Level
064100B	Actuator6-41 Maunakea
064100C	Actuator6-41 Selected Drive
064100D	Actuator6-41 Selected Load
064100E	Actuator6-41 Selected Step
064100F	Actuator6-41 ENC Alarm
0641010	Actuator6-41 PS Alarm
0641011	Actuator6-41 Over Load
0641012	Actuator6-41 Over Speed
0641013	Actuator6-41 Over Current
0641014	Actuator6-41 Error Alarm
0641015	Actuator6-41 Driver Alarm
0641016	Actuator6-41 Up Limit
0641017	Actuator6-41 Down Limit
0641018	Actuator6-41 Over Range
0641019	Actuator6-41 Under Range
064101A	Actuator6-41 Force Sensor Fault
064101B	Actuator6-41 Force Card Fault
064101C	Actuator6-41 HDLC Alarm
064101D	Actuator6-41 UART Alarm
064101E	Actuator6-41 CPU Alarm
064101F	Actuator6-41 Limit Release
0641020	Actuator6-41 Alarm Reset
0642002	Actuator6-42 CONT Force
0642003	Actuator6-42 CONT Position
0642004	Actuator6-42 Drive On
0642005	Actuator6-42 Drive Off
0642006	Actuator6-42 MON Force
0642007	Actuator6-42 MON Position
0642008	Actuator6-42 MON HYB
0642009	Actuator6-42 MON PARA
064200A	Actuator6-42 Sea Level
064200B	Actuator6-42 Maunakea
064200C	Actuator6-42 Selected Drive
064200D	Actuator6-42 Selected Load
064200E	Actuator6-42 Selected Step
064200F	Actuator6-42 ENC Alarm
0642010	Actuator6-42 PS Alarm
0642011	Actuator6-42 Over Load
0642012	Actuator6-42 Over Speed
0642013	Actuator6-42 Over Current
0642014	Actuator6-42 Error Alarm
0642015	Actuator6-42 Driver Alarm
0642016	Actuator6-42 Up Limit
0642017	Actuator6-42 Down Limit
0642018	Actuator6-42 Over Range
0642019	Actuator6-42 Under Range
064201A	Actuator6-42 Force Sensor Fault
064201B	Actuator6-42 Force Card Fault
064201C	Actuator6-42 HDLC Alarm
064201D	Actuator6-42 UART Alarm
064201E	Actuator6-42 CPU Alarm
064201F	Actuator6-42 Limit Release
0642020	Actuator6-42 Alarm Reset
0701002	Actuator7-01 CONT Force
0701003	Actuator7-01 CONT Position
0701004	Actuator7-01 Drive On
0701005	Actuator7-01 Drive Off
0701006	Actuator7-01 MON Force
0701007	Actuator7-01 MON Position
0701008	Actuator7-01 MON HYB
0701009	Actuator7-01 MON PARA
070100A	Actuator7-01 Sea Level
070100B	Actuator7-01 Maunakea
070100C	Actuator7-01 Selected Drive
070100D	Actuator7-01 Selected Load
070100E	Actuator7-01 Selected Step
070100F	Actuator7-01 ENC Alarm
0701010	Actuator7-01 PS Alarm
0701011	Actuator7-01 Over Load
0701012	Actuator7-01 Over Speed
0701013	Actuator7-01 Over Current
0701014	Actuator7-01 Error Alarm
0701015	Actuator7-01 Driver Alarm
0701016	Actuator7-01 Up Limit
